ID|Name|Follower Count|Friends Count|Label
18812572|60 Minutes|1073629|464|0
75210343|John Wake|2160|922|1
34755196|Anne D'Innocenzio|10308|2136|0
38469445|Amy Resnick|10261|9852|1
805789441373544448|Ndon :four_leaf_clover:|10981|432|1
385461615|david dadge Universal Postal Union|1581|3541|1
53192519|Kurt Metzger|41654|699|0
989649483993624576|Modern Adult|80061|1|0
14800270|Harvard Business Review|5615266|214|0
96821645|Jim Rome|1308594|286|0
805916687728082944|santé|654|4344|1
15920243|Megan Phelps-Roper|68273|999|0
33990291|Jennifer Hudson|3941828|652|0
18336143|David Eggert|16235|3463|0
2895092784|Emblematic Group|3107|1242|1
101538730|Justin Vogt|2823|1448|1
41259253|christina applegate|1473980|310|0
244169661|jenny strasburg|5580|2852|0
4150854256|Jocelyne Saldien|2315|4950|1
707714090261676033|Michael Danis|19|553|1
114349471|Engin Yenidunya|2056|2383|1
16623443|Elizabeth Dwoskin|23523|2095|0
41856229|이 제호 Je Ho Lee|601|800|0
2897693669|Noel Ferguson|134958|118901|1
1442394878|Mz_Mychel|85|220|0
259771124|@arxivblog|70717|0|1
130865850|鈴木達治郎|5936|933|0
797609436357525504|Programming'em|684|760|1
108977933|David Rothschild|72650|100|0
920348493583040512|Jaya Associates|6|62|1
110312278|Anies Baswedan|3791160|393|0
2224798981|Alona Stein|203|437|1
2342939094|Hamna Nazir|11|11|1
131638816|Paragon Real Estate|2318|613|1
